time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-05-02 01:45,5379.048,5437.016,0.008,0.014,0,20,63
2025-05-02 02:00,5379.069,5437.016,0.008,0.014,0,148,63
2025-05-02 02:15,5379.113,5437.016,0.008,0.014,0,148,62
2025-05-02 02:30,5379.162,5437.016,0.008,0.014,0,20,62
2025-05-02 02:45,5379.183,5437.016,0.008,0.014,0,20,63
2025-05-02 03:00,5379.203,5437.016,0.008,0.014,0,148,62
2025-05-02 03:15,5379.256,5437.016,0.008,0.014,0,143,62
2025-05-02 03:30,5379.295,5437.016,0.008,0.014,0,20,62
2025-05-02 03:45,5379.316,5437.016,0.008,0.014,0,110,64
2025-05-02 04:00,5379.345,5437.016,0.008,0.014,0,143,66
2025-05-02 04:15,5379.398,5437.016,0.008,0.014,0,139,64
2025-05-02 04:30,5379.429,5437.016,0.008,0.014,0,20,65
2025-05-02 04:45,5379.451,5437.016,0.008,0.014,0,20,66
2025-05-02 05:00,5379.472,5437.016,0.008,0.014,0,20,66
2025-05-02 05:15,5379.494,5437.016,0.008,0.014,0,143,66
2025-05-02 05:30,5379.544,5437.016,0.008,0.014,0,144,63
2025-05-02 05:45,5379.596,5437.016,0.008,0.014,0,53,65
2025-05-02 06:00,5379.619,5437.016,0.008,0.014,0,20,72
2025-05-02 06:15,5379.643,5437.016,0.008,0.014,0,140,73
2025-05-02 06:30,5379.696,5437.016,0.008,0.014,0,143,73
2025-05-02 06:45,5379.736,5437.016,0.008,0.014,0,20,73
2025-05-02 07:00,5379.759,5437.016,0.008,0.014,0,142,67
2025-05-02 07:15,5379.759,5437.063,0.008,0.014,0,141,66
2025-05-02 07:30,5379.759,5437.105,0.008,0.014,0,19,67
2025-05-02 07:45,5379.759,5437.127,0.008,0.014,0,127,68
2025-05-02 08:00,5379.759,5437.157,0.008,0.014,0,142,67
2025-05-02 08:15,5379.759,5437.211,0.008,0.014,0,119,65
2025-05-02 08:30,5379.759,5437.238,0.008,0.014,0,19,65
2025-05-02 08:45,5379.759,5437.260,0.008,0.014,0,147,66
2025-05-02 09:00,5379.759,5437.302,0.008,0.014,0,143,65
2025-05-02 09:15,5379.759,5437.349,0.008,0.014,0,18,65
2025-05-02 09:30,5379.759,5437.369,0.008,0.014,0,50,66
2025-05-02 09:45,5379.759,5437.395,0.008,0.014,0,140,65
2025-05-02 10:00,5379.759,5437.445,0.008,0.014,0,137,65
2025-05-02 10:15,5379.759,5437.479,0.008,0.014,0,18,67
2025-05-02 10:30,5379.759,5437.499,0.008,0.014,0,140,66
2025-05-02 10:45,5379.759,5437.537,0.008,0.014,0,144,65
2025-05-02 11:00,5379.759,5437.587,0.008,0.014,0,31,65
2025-05-02 11:15,5379.759,5437.608,0.008,0.014,0,18,65
2025-05-02 11:30,5379.759,5437.629,0.008,0.014,0,18,66
2025-05-02 11:45,5379.759,5437.650,0.008,0.014,0,109,65
2025-05-02 12:00,5379.759,5437.679,0.008,0.014,0,143,64
2025-05-02 12:15,5379.759,5437.731,0.008,0.014,0,138,64
2025-05-02 12:30,5379.759,5437.774,0.008,0.014,0,18,65
2025-05-02 12:45,5379.759,5437.795,0.008,0.014,0,109,66
2025-05-02 13:00,5379.759,5437.824,0.008,0.014,0,144,64
2025-05-02 13:15,5379.759,5437.877,0.008,0.014,0,107,67
2025-05-02 13:30,5379.759,5437.904,0.008,0.014,0,18,64
2025-05-02 13:45,5379.759,5437.925,0.008,0.014,0,139,64
2025-05-02 14:00,5379.759,5437.967,0.008,0.014,0,141,66
2025-05-02 14:15,5379.759,5438.012,0.008,0.014,0,18,67
2025-05-02 14:30,5379.759,5438.032,0.008,0.014,0,66,65
2025-05-02 14:45,5379.759,5438.060,0.008,0.014,0,142,64
2025-05-02 15:00,5379.759,5438.109,0.008,0.014,0,141,65
2025-05-02 15:15,5379.759,5438.142,0.008,0.014,0,18,66
2025-05-02 15:30,5379.759,5438.162,0.008,0.014,0,137,66
2025-05-02 15:45,5379.759,5438.202,0.008,0.014,0,143,65
2025-05-02 16:00,5379.759,5438.250,0.008,0.014,0,17,67
2025-05-02 16:15,5379.759,5438.272,0.008,0.014,0,18,66
2025-05-02 16:30,5379.759,5438.292,0.008,0.014,0,142,66
2025-05-02 16:45,5379.759,5438.344,0.008,0.014,0,138,66
2025-05-02 17:00,5379.759,5438.381,0.008,0.014,0,18,66
2025-05-02 17:15,5379.759,5438.402,0.008,0.014,0,147,65
2025-05-02 17:30,5379.759,5438.434,0.008,0.014,0,138,66
2025-05-02 17:45,5379.759,5438.487,0.008,0.014,0,67,66
2025-05-02 18:00,5379.759,5438.511,0.008,0.014,0,18,67
2025-05-02 18:15,5379.759,5438.533,0.008,0.014,0,18,66
2025-05-02 18:30,5379.759,5438.553,0.008,0.014,0,18,67
2025-05-02 18:45,5379.759,5438.576,0.008,0.014,0,139,65
2025-05-02 19:00,5379.759,5438.626,0.008,0.014,0,141,65
2025-05-02 19:15,5379.759,5438.678,0.008,0.014,510,275,67
2025-05-02 19:30,5379.759,5438.798,0.008,0.014,1453,263,176
2025-05-02 19:45,5379.759,5438.982,0.008,0.014,1,223,67
2025-05-02 20:00,5379.759,5439.052,0.008,0.014,0,204,121
2025-05-02 20:15,5379.759,5439.116,0.008,0.014,0,167,116
2025-05-02 20:30,5379.759,5439.174,0.008,0.014,0,224,117
2025-05-02 20:45,5379.759,5439.259,0.008,0.014,0,198,119
2025-05-02 21:00,5379.759,5439.318,0.008,0.014,394,97,125
2025-05-02 21:15,5379.759,5439.431,0.008,0.014,909,147,131
2025-05-02 21:30,5379.759,5439.552,0.008,0.014,0,147,108
2025-05-02 21:45,5379.759,5439.606,0.008,0.014,0,23,131
2025-05-02 22:00,5379.759,5439.644,0.008,0.014,0,111,127
2025-05-02 22:15,5379.759,5439.691,0.008,0.014,0,143,132
2025-05-02 22:30,5379.759,5439.757,0.008,0.014,0,96,134
2025-05-02 22:45,5379.759,5439.794,0.008,0.014,0,18,66
2025-05-02 23:00,5379.759,5439.814,0.008,0.014,0,147,65
2025-05-02 23:15,5379.805,5439.814,0.008,0.014,0,143,65
2025-05-02 23:30,5379.848,5439.814,0.008,0.014,0,18,64
2025-05-02 23:45,5379.869,5439.814,0.008,0.014,0,73,64
2025-05-03 00:00,5379.895,5439.814,0.008,0.014,0,144,64
2025-05-03 00:15,5379.947,5439.814,0.008,0.014,0,141,63
2025-05-03 00:30,5379.976,5439.814,0.008,0.014,0,18,63
2025-05-03 00:45,5379.997,5439.814,0.008,0.014,0,19,63
2025-05-03 01:00,5380.017,5439.814,0.008,0.014,0,18,63
2025-05-03 01:15,5380.039,5439.814,0.008,0.014,0,143,63
2025-05-03 01:30,5380.088,5439.814,0.008,0.014,0,145,64
2025-05-03 01:45,5380.139,5439.814,0.008,0.014,0,19,65
2025-05-03 02:00,5380.159,5439.814,0.008,0.014,0,36,63
2025-05-03 02:15,5380.183,5439.814,0.008,0.014,0,142,63
2025-05-03 02:30,5380.233,5439.814,0.008,0.014,0,141,63
2025-05-03 02:45,5380.266,5439.814,0.008,0.014,0,19,63
2025-05-03 03:00,5380.286,5439.814,0.008,0.014,0,139,63
2025-05-03 03:15,5380.325,5439.814,0.008,0.014,0,142,62
2025-05-03 03:30,5380.371,5439.814,0.008,0.014,0,19,63
2025-05-03 03:45,5380.392,5439.814,0.008,0.014,0,19,64
2025-05-03 04:00,5380.414,5439.814,0.008,0.014,0,142,64
2025-05-03 04:15,5380.466,5439.814,0.008,0.014,0,140,65
2025-05-03 04:30,5380.499,5439.814,0.008,0.014,0,19,63
2025-05-03 04:45,5380.519,5439.814,0.008,0.014,0,138,64
2025-05-03 05:00,5380.554,5439.814,0.008,0.014,0,141,76
2025-05-03 05:15,5380.608,5439.814,0.008,0.014,0,19,85
2025-05-03 05:30,5380.633,5439.814,0.008,0.014,0,19,74
2025-05-03 05:45,5380.655,5439.814,0.008,0.014,0,141,65
2025-05-03 06:00,5380.702,5439.814,0.008,0.014,0,139,67
2025-05-03 06:15,5380.742,5439.814,0.008,0.014,0,18,67
2025-05-03 06:30,5380.763,5439.814,0.008,0.014,0,262,67
2025-05-03 06:45,5380.794,5439.814,0.008,0.014,0,142,70
2025-05-03 07:00,5380.845,5439.814,0.008,0.014,0,91,68
2025-05-03 07:15,5380.874,5439.814,0.008,0.014,0,19,69
2025-05-03 07:30,5380.895,5439.814,0.008,0.014,0,19,68
2025-05-03 07:45,5380.917,5439.814,0.008,0.014,0,19,67
2025-05-03 08:00,5380.938,5439.814,0.008,0.014,0,134,67
2025-05-03 08:15,5380.989,5439.814,0.008,0.014,0,142,69
2025-05-03 08:30,5381.039,5439.814,0.008,0.014,0,48,66
2025-05-03 08:45,5381.063,5439.814,0.008,0.014,0,19,67
2025-05-03 09:00,5381.084,5439.814,0.008,0.014,0,208,67
2025-05-03 09:15,5381.135,5439.814,0.008,0.014,0,138,78
2025-05-03 09:30,5381.172,5439.814,0.008,0.014,0,19,87
2025-05-03 09:45,5381.196,5439.814,0.008,0.014,0,145,67
2025-05-03 10:00,5381.228,5439.814,0.008,0.014,0,140,67
2025-05-03 10:15,5381.281,5439.814,0.008,0.014,336,143,162
2025-05-03 10:30,5381.378,5439.814,0.008,0.014,1822,19,173
2025-05-03 10:45,5381.595,5439.814,0.008,0.014,6,138,178
2025-05-03 11:00,5381.661,5439.814,0.008,0.014,0,141,186
2025-05-03 11:15,5381.734,5439.814,0.008,0.014,0,19,172
2025-05-03 11:30,5381.781,5439.814,0.008,0.014,0,97,179
2025-05-03 11:45,5381.839,5439.814,0.008,0.014,0,142,191
2025-05-03 12:00,5381.914,5439.814,0.008,0.014,0,93,148
2025-05-03 12:15,5381.960,5439.814,0.008,0.014,0,19,134
2025-05-03 12:30,5381.995,5439.814,0.008,0.014,0,141,130
2025-05-03 12:45,5382.054,5439.814,0.008,0.014,7,138,129
2025-05-03 13:00,5382.110,5439.814,0.008,0.014,660,17,131
2025-05-03 13:15,5382.222,5439.814,0.008,0.014,117,72,122
2025-05-03 13:30,5382.281,5439.814,0.008,0.014,111,139,95
2025-05-03 13:45,5382.365,5439.814,0.008,0.014,114,118,157
2025-05-03 14:00,5382.433,5439.814,0.008,0.014,105,17,135
2025-05-03 14:15,5382.499,5439.814,0.008,0.014,119,17,138
2025-05-03 14:30,5382.559,5439.814,0.008,0.014,112,17,139
2025-05-03 14:45,5382.622,5439.814,0.008,0.014,99,140,135
2025-05-03 15:00,5382.710,5439.814,0.008,0.014,352,138,136
2025-05-03 15:15,5382.846,5439.814,0.008,0.014,1,17,134
2025-05-03 15:30,5382.884,5439.814,0.008,0.014,0,52,139
2025-05-03 15:45,5382.923,5439.814,0.008,0.014,0,140,131
2025-05-03 16:00,5382.985,5439.814,0.008,0.014,0,136,207
2025-05-03 16:15,5383.042,5439.814,0.008,0.014,0,17,1365
2025-05-03 16:30,5383.348,5439.814,0.008,0.014,1880,136,2057
2025-05-03 16:45,5383.909,5439.814,0.008,0.014,510,139,207
2025-05-03 17:00,5384.076,5439.814,0.008,0.014,672,185,223
2025-05-03 17:15,5384.229,5439.814,0.008,0.014,6,134,261
2025-05-03 17:30,5384.311,5439.814,0.008,0.014,6,139,1852
2025-05-03 17:45,5384.549,5439.814,0.008,0.014,0,18,2096
2025-05-03 18:00,5384.772,5439.814,0.008,0.014,771,145,188
2025-05-03 18:15,5384.908,5439.814,0.008,0.014,0,141,170
2025-05-03 18:30,5384.983,5439.814,0.008,0.014,0,19,164
2025-05-03 18:45,5385.028,5439.814,0.008,0.014,0,19,236
2025-05-03 19:00,5385.090,5439.814,0.008,0.014,0,142,273
2025-05-03 19:15,5385.187,5439.814,0.008,0.014,0,141,252
2025-05-03 19:30,5385.260,5439.814,0.008,0.014,0,19,234
2025-05-03 19:45,5385.322,5439.814,0.008,0.014,1367,123,211
2025-05-03 20:00,5385.499,5439.814,0.008,0.014,0,141,216
2025-05-03 20:15,5385.587,5439.814,0.008,0.014,0,54,195
2025-05-03 20:30,5385.642,5439.814,0.008,0.014,0,18,204
2025-05-03 20:45,5385.696,5439.814,0.008,0.014,0,18,191
2025-05-03 21:00,5385.746,5439.814,0.008,0.014,0,65,188
2025-05-03 21:15,5385.800,5439.814,0.008,0.014,0,140,180
2025-05-03 21:30,5385.876,5439.814,0.008,0.014,0,139,144
2025-05-03 21:45,5385.943,5439.814,0.008,0.014,0,18,129
2025-05-03 22:00,5385.978,5439.814,0.008,0.014,0,19,118
2025-05-03 22:15,5386.013,5439.814,0.008,0.014,0,138,117
2025-05-03 22:30,5386.075,5439.814,0.008,0.014,0,139,121
2025-05-03 22:45,5386.124,5439.814,0.008,0.014,0,19,121
2025-05-03 23:00,5386.157,5439.814,0.008,0.014,0,138,117
2025-05-03 23:15,5386.206,5439.814,0.008,0.014,0,142,117
2025-05-03 23:30,5386.269,5439.814,0.008,0.014,0,33,122
2025-05-03 23:45,5386.304,5439.814,0.008,0.014,0,19,116
2025-05-04 00:00,5386.334,5439.814,0.008,0.014,0,137,96
2025-05-04 00:15,5386.389,5439.814,0.008,0.014,0,141,102
2025-05-04 00:30,5386.435,5439.814,0.008,0.014,0,19,95
2025-05-04 00:45,5386.464,5439.814,0.008,0.014,0,91,96
2025-05-04 01:00,5386.498,5439.814,0.008,0.014,0,139,95
2025-05-04 01:15,5386.557,5439.814,0.008,0.014,0,134,93
2025-05-04 01:30,5386.594,5439.814,0.008,0.014,0,19,97
2025-05-04 01:45,5386.623,5439.814,0.008,0.014,0,137,96
2025-05-04 02:00,5386.665,5439.814,0.008,0.014,0,142,94
2025-05-04 02:15,5386.722,5439.814,0.008,0.014,0,19,97
2025-05-04 02:30,5386.750,5439.814,0.008,0.014,0,19,100
2025-05-04 02:45,5386.778,5439.814,0.008,0.014,0,139,91
2025-05-04 03:00,5386.830,5439.814,0.008,0.014,0,137,107
2025-05-04 03:15,5386.878,5439.814,0.008,0.014,0,19,91
2025-05-04 03:30,5386.905,5439.814,0.008,0.014,0,19,93
2025-05-04 03:45,5386.932,5439.814,0.008,0.014,0,18,93
2025-05-04 04:00,5386.959,5439.814,0.008,0.014,0,240,98
2025-05-04 04:15,5387.001,5439.814,0.008,0.014,0,140,89
2025-05-04 04:30,5387.057,5439.814,0.008,0.014,0,136,92
2025-05-04 04:45,5387.102,5439.814,0.008,0.014,0,19,92
2025-05-04 05:00,5387.129,5439.814,0.008,0.014,0,126,91
2025-05-04 05:15,5387.168,5439.814,0.008,0.014,0,141,92
2025-05-04 05:30,5387.224,5439.814,0.008,0.014,0,48,90
2025-05-04 05:45,5387.255,5439.814,0.008,0.014,0,19,93
2025-05-04 06:00,5387.282,5439.814,0.008,0.014,0,138,93
2025-05-04 06:15,5387.333,5439.814,0.008,0.014,0,138,94
2025-05-04 06:30,5387.380,5439.814,0.008,0.014,0,18,91
2025-05-04 06:45,5387.408,5439.814,0.008,0.014,0,36,91
2025-05-04 07:00,5387.438,5439.814,0.008,0.014,0,142,88
2025-05-04 07:15,5387.495,5439.814,0.008,0.014,0,142,86
2025-05-04 07:30,5387.530,5439.814,0.008,0.014,0,18,95
2025-05-04 07:45,5387.558,5439.814,0.008,0.014,0,135,160
2025-05-04 08:00,5387.607,5439.814,0.008,0.014,279,144,155
2025-05-04 08:15,5387.724,5439.814,0.008,0.014,1239,19,221
2025-05-04 08:30,5387.880,5439.814,0.008,0.014,2225,18,178
2025-05-04 08:45,5388.172,5439.814,0.008,0.014,4507,140,183
2025-05-04 09:00,5388.959,5439.814,0.008,0.014,2246,145,188
2025-05-04 09:15,5389.545,5439.814,0.008,0.014,642,23,193
2025-05-04 09:30,5389.716,5439.814,0.008,0.014,890,23,198
2025-05-04 09:45,5389.874,5439.814,0.008,0.014,766,140,171
2025-05-04 10:00,5390.034,5439.814,0.008,0.014,111,135,163
2025-05-04 10:15,5390.107,5439.814,0.008,0.014,98,19,178
2025-05-04 10:30,5390.174,5439.814,0.008,0.014,82,19,170
2025-05-04 10:45,5390.244,5439.814,0.008,0.014,127,19,163
2025-05-04 11:00,5390.308,5439.814,0.008,0.014,207,134,158
2025-05-04 11:15,5390.405,5439.814,0.008,0.014,0,137,157
2025-05-04 11:30,5390.477,5439.814,0.008,0.014,0,76,166
2025-05-04 11:45,5390.527,5439.814,0.008,0.014,0,18,163
2025-05-04 12:00,5390.570,5439.814,0.008,0.014,1757,137,154
2025-05-04 12:15,5390.886,5439.814,0.008,0.014,1752,141,157
2025-05-04 12:30,5391.328,5439.814,0.008,0.014,1322,18,165
2025-05-04 12:45,5391.663,5439.814,0.008,0.014,1736,123,149
2025-05-04 13:00,5392.102,5439.814,0.008,0.014,1337,139,155
2025-05-04 13:15,5392.506,5439.814,0.008,0.014,1007,34,158
2025-05-04 13:30,5392.712,5439.814,0.008,0.014,38,18,689
2025-05-04 13:45,5392.850,5439.814,0.008,0.014,0,135,537
2025-05-04 14:00,5393.016,5439.814,0.008,0.014,0,136,520
2025-05-04 14:15,5393.144,5439.814,0.008,0.014,8,18,413
2025-05-04 14:30,5393.241,5439.814,0.008,0.014,840,139,502
2025-05-04 14:45,5393.456,5439.814,0.008,0.014,0,144,470
2025-05-04 15:00,5393.592,5439.814,0.008,0.014,0,19,428
2025-05-04 15:15,5393.697,5439.814,0.008,0.014,0,192,471
2025-05-04 15:30,5393.808,5439.814,0.008,0.014,0,139,368
2025-05-04 15:45,5393.938,5439.814,0.008,0.014,0,36,394
2025-05-04 16:00,5394.029,5439.814,0.008,0.014,0,67,346
2025-05-04 16:15,5394.118,5439.814,0.008,0.014,904,140,360
2025-05-04 16:30,5394.325,5439.814,0.008,0.014,0,140,361
2025-05-04 16:45,5394.428,5439.814,0.008,0.014,0,19,353
2025-05-04 17:00,5394.511,5439.814,0.008,0.014,0,19,372
2025-05-04 17:15,5394.600,5439.814,0.008,0.014,0,57,369
2025-05-04 17:30,5394.680,5439.814,0.008,0.014,0,139,283
2025-05-04 17:45,5394.792,5439.814,0.008,0.014,0,140,290
2025-05-04 18:00,5394.888,5439.814,0.008,0.014,0,19,281
2025-05-04 18:15,5394.966,5439.814,0.008,0.014,0,73,286
2025-05-04 18:30,5395.044,5439.814,0.008,0.014,0,138,278
2025-05-04 18:45,5395.148,5439.814,0.008,0.014,0,118,282
2025-05-04 19:00,5395.215,5439.814,0.008,0.014,0,18,81
2025-05-04 19:15,5395.241,5439.814,0.008,0.014,1334,290,143
2025-05-04 19:30,5395.485,5439.814,0.008,0.014,501,313,127
2025-05-04 19:45,5395.619,5439.814,0.008,0.014,5,23,129
2025-05-04 20:00,5395.655,5439.814,0.008,0.014,0,90,133
2025-05-04 20:15,5395.701,5439.814,0.008,0.014,0,146,127
2025-05-04 20:30,5395.766,5439.814,0.008,0.014,0,152,126
2025-05-04 20:45,5395.830,5439.814,0.008,0.014,0,34,267
2025-05-04 21:00,5395.898,5439.814,0.008,0.014,1483,147,125
2025-05-04 21:15,5396.153,5439.814,0.008,0.014,1847,234,125
2025-05-04 21:30,5396.454,5439.814,0.008,0.014,6,185,129
2025-05-04 21:45,5396.522,5439.814,0.008,0.014,4,102,85
2025-05-04 22:00,5396.553,5439.814,0.008,0.014,0,147,69
2025-05-04 22:15,5396.605,5439.814,0.008,0.014,0,143,67
2025-05-04 22:30,5396.645,5439.814,0.008,0.014,0,18,74
2025-05-04 22:45,5396.668,5439.814,0.008,0.014,0,246,74
2025-05-04 23:00,5396.705,5439.814,0.008,0.014,0,140,65
2025-05-04 23:15,5396.757,5439.814,0.008,0.014,0,69,66
2025-05-04 23:30,5396.781,5439.814,0.008,0.014,0,17,65
2025-05-04 23:45,5396.802,5439.814,0.008,0.014,0,17,65
2025-05-05 00:00,5396.822,5439.814,0.008,0.014,0,131,68
2025-05-05 00:15,5396.863,5439.814,0.008,0.014,0,139,70
2025-05-05 00:30,5396.913,5439.814,0.008,0.014,0,136,67
2025-05-05 00:45,5396.949,5439.814,0.008,0.014,0,17,66
2025-05-05 01:00,5396.969,5439.814,0.008,0.014,0,137,67
2025-05-05 01:15,5397.013,5439.814,0.008,0.014,0,142,65
2025-05-05 01:30,5397.057,5439.814,0.008,0.014,0,17,66
2025-05-05 01:45,5397.079,5439.814,0.008,0.014,0,124,67
2025-05-05 02:00,5397.108,5439.814,0.008,0.014,0,144,67
2025-05-05 02:15,5397.160,5439.814,0.008,0.014,0,103,66
2025-05-05 02:30,5397.187,5439.814,0.008,0.014,0,17,64
