time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2024-05-10 11:00,4269.049,4432.019,0.004,0.008,97,126,138
2024-05-10 11:15,4269.049,4432.107,0.004,0.008,104,125,137
2024-05-10 11:30,4269.049,4432.191,0.004,0.008,397,120,132
2024-05-10 11:45,4269.049,4432.330,0.004,0.008,3,17,139
2024-05-10 12:00,4269.049,4432.368,0.004,0.008,0,16,139
2024-05-10 12:15,4269.049,4432.407,0.004,0.008,0,16,114
2024-05-10 12:30,4269.049,4432.438,0.004,0.008,0,17,104
2024-05-10 12:45,4269.049,4432.465,0.004,0.008,0,126,65
2024-05-10 13:00,4269.049,4432.510,0.004,0.008,0,127,69
2024-05-10 13:15,4269.049,4432.559,0.004,0.008,0,122,68
2024-05-10 13:30,4269.049,4432.605,0.004,0.008,0,124,67
2024-05-10 13:45,4269.049,4432.653,0.004,0.008,0,31,65
2024-05-10 14:00,4269.049,4432.673,0.004,0.008,0,17,65
2024-05-10 14:15,4269.049,4432.694,0.004,0.008,0,17,63
2024-05-10 14:30,4269.049,4432.714,0.004,0.008,0,16,66
2024-05-10 14:45,4269.049,4432.735,0.004,0.008,0,124,68
2024-05-10 15:00,4269.049,4432.772,0.004,0.008,1693,127,143
2024-05-10 15:15,4269.049,4433.143,0.004,0.008,1458,124,149
2024-05-10 15:30,4269.049,4433.491,0.004,0.008,1076,122,155
2024-05-10 15:45,4269.049,4433.786,0.004,0.008,758,120,154
2024-05-10 16:00,4269.049,4433.904,0.004,0.008,35,16,155
2024-05-10 16:15,4269.049,4433.952,0.004,0.008,739,16,147
2024-05-10 16:30,4269.049,4434.193,0.004,0.008,677,17,149
2024-05-10 16:45,4269.049,4434.391,0.004,0.008,532,130,148
2024-05-10 17:00,4269.049,4434.588,0.004,0.008,753,128,141
2024-05-10 17:15,4269.049,4434.791,0.004,0.008,752,123,159
2024-05-10 17:30,4269.049,4434.917,0.004,0.008,43,120,150
2024-05-10 17:45,4269.049,4434.989,0.004,0.008,0,121,201
2024-05-10 18:00,4269.049,4435.047,0.004,0.008,39,16,166
2024-05-10 18:15,4269.049,4435.102,0.004,0.008,40,33,154
2024-05-10 18:30,4269.049,4435.157,0.004,0.008,46,33,189
2024-05-10 18:45,4269.049,4435.232,0.004,0.008,704,145,151
2024-05-10 19:00,4269.049,4435.383,0.004,0.008,40,145,152
2024-05-10 19:15,4269.049,4435.484,0.004,0.008,170,123,151
2024-05-10 19:30,4269.049,4435.574,0.004,0.008,170,122,144
2024-05-10 19:45,4269.049,4435.662,0.004,0.008,170,106,169
2024-05-10 20:00,4269.049,4435.732,0.004,0.008,173,17,168
2024-05-10 20:15,4269.049,4435.798,0.004,0.008,932,22,124
2024-05-10 20:30,4269.049,4435.932,0.004,0.008,157,22,125
2024-05-10 20:45,4269.049,4435.991,0.004,0.008,40,132,142
2024-05-10 21:00,4269.049,4436.076,0.004,0.008,50,130,144
2024-05-10 21:15,4269.049,4436.157,0.004,0.008,40,127,129
2024-05-10 21:30,4269.049,4436.224,0.004,0.008,40,125,85
2024-05-10 21:45,4269.049,4436.287,0.004,0.008,41,124,86
2024-05-10 22:00,4269.049,4436.342,0.004,0.008,41,18,84
2024-05-10 22:15,4269.049,4436.377,0.004,0.008,41,18,64
2024-05-10 22:30,4269.049,4436.407,0.004,0.008,41,18,65
2024-05-10 22:45,4269.049,4436.438,0.004,0.008,41,129,62
2024-05-10 23:00,4269.050,4436.481,0.004,0.008,40,130,62
2024-05-10 23:15,4269.111,4436.481,0.004,0.008,40,128,62
2024-05-10 23:30,4269.169,4436.481,0.004,0.008,41,128,61
2024-05-10 23:45,4269.231,4436.481,0.004,0.008,40,126,61
2024-05-11 00:00,4269.292,4436.481,0.004,0.008,41,71,63
2024-05-11 00:15,4269.331,4436.481,0.004,0.008,41,18,126
2024-05-11 00:30,4269.371,4436.481,0.004,0.008,41,19,1298
2024-05-11 00:45,4269.582,4436.481,0.004,0.008,41,18,1997
2024-05-11 01:00,4270.010,4436.481,0.004,0.008,159,129,133
2024-05-11 01:15,4270.087,4436.481,0.004,0.008,174,129,133
2024-05-11 01:30,4270.163,4436.481,0.004,0.008,106,127,135
2024-05-11 01:45,4270.242,4436.481,0.004,0.008,173,127,127
2024-05-11 02:00,4270.314,4436.481,0.004,0.008,175,113,1997
2024-05-11 02:15,4270.703,4436.481,0.004,0.008,41,18,102
2024-05-11 02:30,4270.740,4436.481,0.004,0.008,41,18,62
2024-05-11 02:45,4270.775,4436.481,0.004,0.008,41,18,61
2024-05-11 03:00,4270.808,4436.481,0.004,0.008,41,129,62
2024-05-11 03:15,4270.860,4436.481,0.004,0.008,41,131,62
2024-05-11 03:30,4270.920,4436.481,0.004,0.008,41,128,69
2024-05-11 03:45,4270.981,4436.481,0.004,0.008,158,129,61
2024-05-11 04:00,4271.039,4436.481,0.004,0.008,176,126,61
2024-05-11 04:15,4271.089,4436.481,0.004,0.008,99,18,61
2024-05-11 04:30,4271.122,4436.481,0.004,0.008,41,18,64
2024-05-11 04:45,4271.157,4436.481,0.004,0.008,40,18,60
2024-05-11 05:00,4271.189,4436.481,0.004,0.008,40,50,60
2024-05-11 05:15,4271.227,4436.481,0.004,0.008,40,133,60
2024-05-11 05:30,4271.286,4436.481,0.004,0.008,40,129,60
2024-05-11 05:45,4271.347,4436.481,0.004,0.008,40,126,61
2024-05-11 06:00,4271.405,4436.481,0.004,0.008,40,125,60
2024-05-11 06:15,4271.466,4436.481,0.004,0.008,171,64,61
2024-05-11 06:30,4271.501,4436.481,0.004,0.008,155,18,61
2024-05-11 06:45,4271.535,4436.481,0.004,0.008,41,18,61
2024-05-11 07:00,4271.568,4436.481,0.004,0.008,39,18,62
2024-05-11 07:15,4271.592,4436.481,0.004,0.008,0,132,62
2024-05-11 07:30,4271.625,4436.481,0.004,0.008,0,130,99
2024-05-11 07:45,4271.678,4436.481,0.004,0.008,1554,129,158
2024-05-11 08:00,4271.953,4436.481,0.004,0.008,119,127,148
2024-05-11 08:15,4272.047,4436.481,0.004,0.008,2156,127,146
2024-05-11 08:30,4272.424,4436.481,0.004,0.008,136,84,147
2024-05-11 08:45,4272.501,4436.481,0.004,0.008,144,18,153
2024-05-11 09:00,4272.564,4436.481,0.004,0.008,330,18,153
2024-05-11 09:15,4272.655,4436.481,0.004,0.008,197,35,141
2024-05-11 09:30,4272.719,4436.481,0.004,0.008,228,146,147
2024-05-11 09:45,4272.804,4436.481,0.004,0.008,0,143,198
2024-05-11 10:00,4272.880,4436.481,0.004,0.008,0,141,161
2024-05-11 10:15,4272.955,4436.481,0.004,0.008,0,138,156
2024-05-11 10:30,4273.021,4436.481,0.004,0.008,0,19,94
2024-05-11 10:45,4273.054,4436.481,0.004,0.008,0,18,61
2024-05-11 11:00,4273.074,4436.481,0.004,0.008,0,18,61
2024-05-11 11:15,4273.094,4436.481,0.004,0.008,0,19,60
2024-05-11 11:30,4273.113,4436.481,0.004,0.008,0,136,64
2024-05-11 11:45,4273.155,4436.481,0.004,0.008,0,132,85
2024-05-11 12:00,4273.204,4436.481,0.004,0.008,0,126,86
2024-05-11 12:15,4273.258,4436.481,0.004,0.008,0,124,82
2024-05-11 12:30,4273.308,4436.481,0.004,0.008,0,125,84
2024-05-11 12:45,4273.358,4436.481,0.004,0.008,0,17,82
2024-05-11 13:00,4273.379,4436.481,0.004,0.008,0,17,60
2024-05-11 13:15,4273.400,4436.481,0.004,0.008,0,17,64
2024-05-11 13:30,4273.419,4436.481,0.004,0.008,0,130,61
2024-05-11 13:45,4273.466,4436.481,0.004,0.008,0,129,60
2024-05-11 14:00,4273.513,4436.481,0.004,0.008,0,125,61
2024-05-11 14:15,4273.560,4436.481,0.004,0.008,0,124,60
2024-05-11 14:30,4273.605,4436.481,0.004,0.008,0,124,60
2024-05-11 14:45,4273.643,4436.481,0.004,0.008,0,18,60
2024-05-11 15:00,4273.663,4436.481,0.004,0.008,0,17,60
2024-05-11 15:15,4273.682,4436.481,0.004,0.008,0,17,61
2024-05-11 15:30,4273.701,4436.481,0.004,0.008,0,130,61
2024-05-11 15:45,4273.746,4436.481,0.004,0.008,0,129,60
2024-05-11 16:00,4273.792,4436.481,0.004,0.008,0,125,59
2024-05-11 16:15,4273.840,4436.481,0.004,0.008,0,123,59
2024-05-11 16:30,4273.885,4436.481,0.004,0.008,0,124,60
2024-05-11 16:45,4273.926,4436.481,0.004,0.008,0,17,60
2024-05-11 17:00,4273.945,4436.481,0.004,0.008,486,17,112
2024-05-11 17:15,4274.017,4436.481,0.004,0.008,932,17,133
2024-05-11 17:30,4274.133,4436.481,0.004,0.008,512,288,160
2024-05-11 17:45,4274.289,4436.481,0.004,0.008,2487,297,140
2024-05-11 18:00,4274.817,4436.481,0.004,0.008,1724,284,147
2024-05-11 18:15,4275.265,4436.481,0.004,0.008,2998,280,140
2024-05-11 18:30,4275.791,4436.481,0.004,0.008,901,138,147
2024-05-11 18:45,4275.991,4436.481,0.004,0.008,44,18,145
2024-05-11 19:00,4276.038,4436.481,0.004,0.008,2,27,170
2024-05-11 19:15,4276.083,4436.481,0.004,0.008,0,147,156
2024-05-11 19:30,4276.144,4436.481,0.004,0.008,0,150,93
2024-05-11 19:45,4276.199,4436.481,0.004,0.008,0,130,60
2024-05-11 20:00,4276.246,4436.481,0.004,0.008,0,129,60
2024-05-11 20:15,4276.294,4436.481,0.004,0.008,0,128,64
2024-05-11 20:30,4276.339,4436.481,0.004,0.008,0,32,61
2024-05-11 20:45,4276.360,4436.481,0.004,0.008,0,17,60
2024-05-11 21:00,4276.379,4436.481,0.004,0.008,0,18,61
2024-05-11 21:15,4276.399,4436.481,0.004,0.008,0,134,61
2024-05-11 21:30,4276.441,4436.481,0.004,0.008,0,131,59
2024-05-11 21:45,4276.489,4436.481,0.004,0.008,0,127,58
2024-05-11 22:00,4276.534,4436.481,0.004,0.008,0,125,59
2024-05-11 22:15,4276.581,4436.481,0.004,0.008,0,124,59
2024-05-11 22:30,4276.623,4436.481,0.004,0.008,0,18,59
2024-05-11 22:45,4276.642,4436.481,0.004,0.008,0,19,59
2024-05-11 23:00,4276.662,4436.481,0.004,0.008,0,18,59
2024-05-11 23:15,4276.681,4436.481,0.004,0.008,0,138,59
2024-05-11 23:30,4276.720,4436.481,0.004,0.008,0,132,69
2024-05-11 23:45,4276.770,4436.481,0.004,0.008,0,132,77
2024-05-12 00:00,4276.820,4436.481,0.004,0.008,0,126,73
2024-05-12 00:15,4276.869,4436.481,0.004,0.008,0,127,70
2024-05-12 00:30,4276.917,4436.481,0.004,0.008,0,126,70
2024-05-12 00:45,4276.963,4436.481,0.004,0.008,0,18,71
2024-05-12 01:00,4276.985,4436.481,0.004,0.008,0,19,71
2024-05-12 01:15,4277.008,4436.481,0.004,0.008,0,18,70
2024-05-12 01:30,4277.030,4436.481,0.004,0.008,0,133,71
2024-05-12 01:45,4277.069,4436.481,0.004,0.008,0,131,67
2024-05-12 02:00,4277.117,4436.481,0.004,0.008,0,127,67
2024-05-12 02:15,4277.166,4436.481,0.004,0.008,0,127,64
2024-05-12 02:30,4277.212,4436.481,0.004,0.008,0,125,61
2024-05-12 02:45,4277.260,4436.481,0.004,0.008,0,125,129
2024-05-12 03:00,4277.299,4436.481,0.004,0.008,0,18,1285
2024-05-12 03:15,4277.598,4436.481,0.004,0.008,0,18,1979
2024-05-12 03:30,4277.856,4436.481,0.004,0.008,0,19,130
2024-05-12 03:45,4277.894,4436.481,0.004,0.008,0,133,135
2024-05-12 04:00,4277.957,4436.481,0.004,0.008,0,132,134
2024-05-12 04:15,4278.022,4436.481,0.004,0.008,0,128,2008
2024-05-12 04:30,4278.248,4436.481,0.004,0.008,0,126,2007
2024-05-12 04:45,4278.464,4436.481,0.004,0.008,0,127,64
2024-05-12 05:00,4278.510,4436.481,0.004,0.008,0,59,64
2024-05-12 05:15,4278.534,4436.481,0.004,0.008,0,18,62
2024-05-12 05:30,4278.554,4436.481,0.004,0.008,0,19,61
2024-05-12 05:45,4278.575,4436.481,0.004,0.008,0,19,63
2024-05-12 06:00,4278.595,4436.481,0.004,0.008,0,135,62
2024-05-12 06:15,4278.638,4436.481,0.004,0.008,0,132,62
2024-05-12 06:30,4278.685,4436.481,0.004,0.008,0,128,61
2024-05-12 06:45,4278.733,4436.481,0.004,0.008,0,126,60
2024-05-12 07:00,4278.779,4436.481,0.004,0.008,0,124,62
2024-05-12 07:15,4278.818,4436.481,0.004,0.008,0,18,61
2024-05-12 07:30,4278.837,4436.481,0.004,0.008,0,19,62
2024-05-12 07:45,4278.858,4436.481,0.004,0.008,10,18,62
2024-05-12 08:00,4278.880,4436.481,0.004,0.008,104,138,62
2024-05-12 08:15,4278.946,4436.481,0.004,0.008,1277,131,63
2024-05-12 08:30,4279.091,4436.481,0.004,0.008,828,133,62
2024-05-12 08:45,4279.214,4436.481,0.004,0.008,1326,133,536
2024-05-12 09:00,4279.449,4436.481,0.004,0.008,861,126,379
2024-05-12 09:15,4279.645,4436.481,0.004,0.008,2180,19,268
2024-05-12 09:30,4280.250,4436.481,0.004,0.008,2210,19,330
2024-05-12 09:45,4280.766,4436.481,0.004,0.008,1103,19,290
2024-05-12 10:00,4280.930,4436.481,0.004,0.008,755,79,265
2024-05-12 10:15,4281.110,4436.481,0.004,0.008,879,130,295
2024-05-12 10:30,4281.282,4436.481,0.004,0.008,97,127,219
2024-05-12 10:45,4281.388,4436.481,0.004,0.008,95,124,226
2024-05-12 11:00,4281.492,4436.481,0.004,0.008,97,124,266
2024-05-12 11:15,4281.593,4436.481,0.004,0.008,283,48,218
2024-05-12 11:30,4281.686,4436.481,0.004,0.008,2,18,200
2024-05-12 11:45,4281.736,4436.481,0.004,0.008,0,18,143
2024-05-12 12:00,4281.780,4436.481,0.004,0.008,0,17,262
2024-05-12 12:15,4281.830,4436.481,0.004,0.008,0,134,144
2024-05-12 12:30,4281.895,4436.481,0.004,0.008,0,130,211
2024-05-12 12:45,4281.972,4436.481,0.004,0.008,0,127,142
2024-05-12 13:00,4282.027,4436.481,0.004,0.008,0,125,69
2024-05-12 13:15,4282.076,4436.481,0.004,0.008,0,123,69
2024-05-12 13:30,4282.120,4436.481,0.004,0.008,0,17,68
2024-05-12 13:45,4282.142,4436.481,0.004,0.008,0,18,67
2024-05-12 14:00,4282.162,4436.481,0.004,0.008,0,17,63
2024-05-12 14:15,4282.182,4436.481,0.004,0.008,0,17,61
2024-05-12 14:30,4282.202,4436.481,0.004,0.008,0,131,61
2024-05-12 14:45,4282.247,4436.481,0.004,0.008,0,130,61
2024-05-12 15:00,4282.294,4436.481,0.004,0.008,0,126,61
2024-05-12 15:15,4282.342,4436.481,0.004,0.008,0,125,62
2024-05-12 15:30,4282.388,4436.481,0.004,0.008,0,124,61
2024-05-12 15:45,4282.430,4436.481,0.004,0.008,0,17,60
2024-05-12 16:00,4282.449,4436.481,0.004,0.008,0,17,62
2024-05-12 16:15,4282.469,4436.481,0.004,0.008,0,17,62
2024-05-12 16:30,4282.489,4436.481,0.004,0.008,0,17,61
2024-05-12 16:45,4282.509,4436.481,0.004,0.008,0,130,62
2024-05-12 17:00,4282.553,4436.481,0.004,0.008,0,131,61
2024-05-12 17:15,4282.602,4436.481,0.004,0.008,0,128,61
2024-05-12 17:30,4282.648,4436.481,0.004,0.008,0,125,62
2024-05-12 17:45,4282.696,4436.481,0.004,0.008,0,126,61
2024-05-12 18:00,4282.734,4436.481,0.004,0.008,0,18,61
2024-05-12 18:15,4282.754,4436.481,0.004,0.008,0,18,63
2024-05-12 18:30,4282.774,4436.481,0.004,0.008,0,17,61
2024-05-12 18:45,4282.794,4436.481,0.004,0.008,770,122,71
2024-05-12 19:00,4282.920,4436.481,0.004,0.008,1568,149,135
2024-05-12 19:15,4283.098,4436.481,0.004,0.008,0,131,143
2024-05-12 19:30,4283.164,4436.481,0.004,0.008,0,127,145
2024-05-12 19:45,4283.233,4436.481,0.004,0.008,0,128,146
2024-05-12 20:00,4283.299,4436.481,0.004,0.008,0,127,162
2024-05-12 20:15,4283.346,4436.481,0.004,0.008,0,19,91
2024-05-12 20:30,4283.369,4436.481,0.004,0.008,0,19,168
2024-05-12 20:45,4283.409,4436.481,0.004,0.008,0,19,76
2024-05-12 21:00,4283.431,4436.481,0.004,0.008,0,131,69
2024-05-12 21:15,4283.470,4436.481,0.004,0.008,0,132,61
2024-05-12 21:30,4283.517,4436.481,0.004,0.008,0,129,60
2024-05-12 21:45,4283.565,4436.481,0.004,0.008,0,127,61
2024-05-12 22:00,4283.611,4436.481,0.004,0.008,0,127,60
2024-05-12 22:15,4283.658,4436.481,0.004,0.008,0,48,61
2024-05-12 22:30,4283.680,4436.481,0.004,0.008,0,18,60
2024-05-12 22:45,4283.700,4436.481,0.004,0.008,0,18,60
2024-05-12 23:00,4283.719,4436.481,0.004,0.008,0,17,60
2024-05-12 23:15,4283.739,4436.481,0.004,0.008,0,130,60
2024-05-12 23:30,4283.776,4436.481,0.004,0.008,0,132,60
2024-05-12 23:45,4283.825,4436.481,0.004,0.008,0,128,60
2024-05-13 00:00,4283.870,4436.481,0.004,0.008,0,126,59
2024-05-13 00:15,4283.918,4436.481,0.004,0.008,0,125,60
2024-05-13 00:30,4283.963,4436.481,0.004,0.008,0,31,61
2024-05-13 00:45,4283.983,4436.481,0.004,0.008,0,17,61
2024-05-13 01:00,4284.002,4436.481,0.004,0.008,0,17,60
2024-05-13 01:15,4284.022,4436.481,0.004,0.008,0,17,60
2024-05-13 01:30,4284.041,4436.481,0.004,0.008,0,132,60
2024-05-13 01:45,4284.078,4436.481,0.004,0.008,0,133,59
2024-05-13 02:00,4284.125,4436.481,0.004,0.008,0,131,60
2024-05-13 02:15,4284.173,4436.481,0.004,0.008,0,127,60
2024-05-13 02:30,4284.219,4436.481,0.004,0.008,0,128,59
2024-05-13 02:45,4284.267,4436.481,0.004,0.008,0,126,60
2024-05-13 03:00,4284.298,4436.481,0.004,0.008,0,19,59
2024-05-13 03:15,4284.319,4436.481,0.004,0.008,0,19,60
2024-05-13 03:30,4284.338,4436.481,0.004,0.008,0,18,61
2024-05-13 03:45,4284.358,4436.481,0.004,0.008,0,18,59
2024-05-13 04:00,4284.377,4436.481,0.004,0.008,0,132,59
2024-05-13 04:15,4284.422,4436.481,0.004,0.008,0,133,62
2024-05-13 04:30,4284.469,4436.481,0.004,0.008,0,129,63
2024-05-13 04:45,4284.516,4436.481,0.004,0.008,0,127,60
2024-05-13 05:00,4284.562,4436.481,0.004,0.008,0,125,60
2024-05-13 05:15,4284.609,4436.481,0.004,0.008,0,128,59
2024-05-13 05:30,4284.641,4436.481,0.004,0.008,0,18,60
2024-05-13 05:45,4284.661,4436.481,0.004,0.008,0,18,61
2024-05-13 06:00,4284.680,4436.481,0.004,0.008,0,19,61
2024-05-13 06:15,4284.701,4436.481,0.004,0.008,0,19,61
2024-05-13 06:30,4284.720,4436.481,0.004,0.008,0,130,61
2024-05-13 06:45,4284.759,4436.481,0.004,0.008,0,132,70
2024-05-13 07:00,4284.806,4436.482,0.004,0.008,0,128,71
2024-05-13 07:15,4284.806,4436.533,0.004,0.008,0,128,72
2024-05-13 07:30,4284.806,4436.579,0.004,0.008,0,131,73
2024-05-13 07:45,4284.806,4436.630,0.004,0.008,0,131,63
2024-05-13 08:00,4284.806,4436.665,0.004,0.008,0,20,64
2024-05-13 08:15,4284.806,4436.686,0.004,0.008,190,19,63
2024-05-13 08:30,4284.806,4436.727,0.004,0.008,2132,20,64
2024-05-13 08:45,4284.806,4437.100,0.004,0.008,1174,142,142
2024-05-13 09:00,4284.806,4437.317,0.004,0.008,6,149,140
2024-05-13 09:15,4284.806,4437.391,0.004,0.008,4,148,139
2024-05-13 09:30,4284.806,4437.471,0.004,0.008,0,129,149
2024-05-13 09:45,4284.806,4437.535,0.004,0.008,0,125,186
2024-05-13 10:00,4284.806,4437.611,0.004,0.008,186,124,184
2024-05-13 10:15,4284.806,4437.727,0.004,0.008,331,18,173
2024-05-13 10:30,4284.806,4437.819,0.004,0.008,493,18,164
2024-05-13 10:45,4284.806,4437.915,0.004,0.008,374,18,154
2024-05-13 11:00,4284.806,4438.004,0.004,0.008,6,51,150
2024-05-13 11:15,4284.806,4438.050,0.004,0.008,0,134,145
2024-05-13 11:30,4284.806,4438.117,0.004,0.008,0,132,145
2024-05-13 11:45,4284.806,4438.187,0.004,0.008,1258,128,129
2024-05-13 12:00,4284.806,4438.422,0.004,0.008,4,128,195
2024-05-13 12:15,4284.806,4438.503,0.004,0.008,0,127,180
2024-05-13 12:30,4284.806,4438.568,0.004,0.008,0,129,95
2024-05-13 12:45,4284.806,4438.614,0.004,0.008,0,17,90
2024-05-13 13:00,4284.806,4438.640,0.004,0.008,0,17,93
2024-05-13 13:15,4284.806,4438.667,0.004,0.008,0,17,92
2024-05-13 13:30,4284.806,4438.693,0.004,0.008,0,80,90
2024-05-13 13:45,4284.806,4438.727,0.004,0.008,0,134,90
2024-05-13 14:00,4284.806,4438.781,0.004,0.008,0,131,90
2024-05-13 14:15,4284.806,4438.836,0.004,0.008,441,129,81
2024-05-13 14:30,4284.806,4438.954,0.004,0.008,775,135,87
2024-05-13 14:45,4284.806,4439.045,0.004,0.008,0,128,133
2024-05-13 15:00,4284.806,4439.107,0.004,0.008,0,127,150
2024-05-13 15:15,4284.806,4439.175,0.004,0.008,0,80,147
2024-05-13 15:30,4284.806,4439.217,0.004,0.008,0,18,147
2024-05-13 15:45,4284.806,4439.256,0.004,0.008,0,18,150
2024-05-13 16:00,4284.806,4439.296,0.004,0.008,0,18,156
2024-05-13 16:15,4284.806,4439.338,0.004,0.008,0,135,157
2024-05-13 16:30,4284.806,4439.400,0.004,0.008,0,134,159
2024-05-13 16:45,4284.806,4439.473,0.004,0.008,0,128,148
2024-05-13 17:00,4284.806,4439.539,0.004,0.008,2586,130,140
2024-05-13 17:15,4284.806,4440.031,0.004,0.008,1278,132,154
2024-05-13 17:30,4284.806,4440.305,0.004,0.008,44,129,138
2024-05-13 17:45,4284.806,4440.377,0.004,0.008,8,128,140
2024-05-13 18:00,4284.806,4440.443,0.004,0.008,0,129,198
2024-05-13 18:15,4284.806,4440.522,0.004,0.008,0,113,161
2024-05-13 18:30,4284.806,4440.570,0.004,0.008,0,17,154
2024-05-13 18:45,4284.806,4440.614,0.004,0.008,0,17,162
2024-05-13 19:00,4284.806,4440.658,0.004,0.008,0,79,202
2024-05-13 19:15,4284.806,4440.717,0.004,0.008,0,136,171
2024-05-13 19:30,4284.806,4440.787,0.004,0.008,0,131,179
2024-05-13 19:45,4284.806,4440.860,0.004,0.008,0,127,186
2024-05-13 20:00,4284.806,4440.935,0.004,0.008,0,128,198
2024-05-13 20:15,4284.806,4441.016,0.004,0.008,1034,145,188
2024-05-13 20:30,4284.806,4441.168,0.004,0.008,3,145,163
2024-05-13 20:45,4284.806,4441.237,0.004,0.008,0,32,139
2024-05-13 21:00,4284.806,4441.276,0.004,0.008,0,24,144
2024-05-13 21:15,4284.806,4441.317,0.004,0.008,0,20,146
2024-05-13 21:30,4284.806,4441.357,0.004,0.008,0,135,148
2024-05-13 21:45,4284.806,4441.420,0.004,0.008,0,133,144
2024-05-13 22:00,4284.806,4441.485,0.004,0.008,0,128,138
2024-05-13 22:15,4284.806,4441.542,0.004,0.008,0,128,61
2024-05-13 22:30,4284.806,4441.588,0.004,0.008,0,127,62
2024-05-13 22:45,4284.806,4441.636,0.004,0.008,0,127,61
2024-05-13 23:00,4284.807,4441.680,0.004,0.008,0,17,61
2024-05-13 23:15,4284.827,4441.680,0.004,0.008,0,17,61
2024-05-13 23:30,4284.846,4441.680,0.004,0.008,0,17,61
2024-05-13 23:45,4284.866,4441.680,0.004,0.008,0,18,62
2024-05-14 00:00,4284.886,4441.680,0.004,0.008,0,135,61
2024-05-14 00:15,4284.931,4441.680,0.004,0.008,0,135,128
2024-05-14 00:30,4284.986,4441.680,0.004,0.008,0,130,1187
2024-05-14 00:45,4285.181,4441.680,0.004,0.008,0,128,1989
2024-05-14 01:00,4285.576,4441.680,0.004,0.008,0,128,131
2024-05-14 01:15,4285.642,4441.680,0.004,0.008,0,128,134
2024-05-14 01:30,4285.706,4441.680,0.004,0.008,0,60,138
2024-05-14 01:45,4285.748,4441.680,0.004,0.008,0,19,647
2024-05-14 02:00,4285.834,4441.680,0.004,0.008,0,19,1985
2024-05-14 02:15,4286.121,4441.680,0.004,0.008,0,19,61
2024-05-14 02:30,4286.141,4441.680,0.004,0.008,0,111,62
